Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Características de roupas esportivas (product.metafields.shopify.activewear-clothing-features),Atividade (product.metafields.shopify.activity),Grupo de idade (product.metafields.shopify.age-group),Características de roupas (product.metafields.shopify.clothing-features),Cor (product.metafields.shopify.color-pattern),Estado (product.metafields.shopify.condition),Tecido (product.metafields.shopify.fabric),Decote (product.metafields.shopify.neckline),Características do vestuário exterior (product.metafields.shopify.outerwear-clothing-features),Tamanho (product.metafields.shopify.size),Tipo de comprimento da manga (product.metafields.shopify.sleeve-length-type),Logotipo esportivo (product.metafields.shopify.sports-logo),Gênero alvo (product.metafields.shopify.target-gender),Tipo de comprimento do top (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
camisa-corinthians-i-25-26-breno-bidon-n-27-torcedor-nike-masculina-branco-preto,Camisa Corinthians I 25/26 Breno Bidon N° 27 Torcedor Nike Masculina - Branco+Preto,"<h2 data-v-705c2b21="""" id=""product-features-anchor"" class=""features--title"">
    Descrição do produto
  </h2> <div data-v-705c2b21="""" class=""feature__main-content"">
<p data-v-705c2b21="""" class=""features--description"">
      Todo poderoso Timão! A Camisa Corinthians I 25/26 - Breno Bidon N° 27 - Torcedor Nike chega para eternizar um dos momentos mais lendários da história do Time do Povo. Com um visual que resgata o estilo total 90, símbolo da era em que o Timão conquistou o mundo, a camisa do Corinthians une o passado e o presente em um design que exala tradição, celebrando a habilidade do Bidon em campo. Com detalhes únicos que remetem ao manto da época e o número 27 em destaque, essa camisa Corinthians masculina traz o estilo que você precisa da bancada ao dia a dia. Por fim, o escudo centralizado exibe o orgulho de pertencer à Fiel Torcida, prestando homenagem a um dos seus grandes craques. Peça já o manto que colocou o Corinthians no topo do mundo!
    </p> <ul data-v-705c2b21="""" class=""features--attributes"">
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Nome:</strong> Camisa Corinthians I 25/26 Breno Bidon N° 27 Torcedor Nike Masculina
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Gênero:</strong> Masculino
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Indicado para:</strong> Jogo
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Clube:</strong> Nacional
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Time:</strong> Corinthians SP
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Gola:</strong> Gola Careca
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Material:</strong> Poliéster
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Tecnologia:</strong> Dri-Fit
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Definição da Tecnologia:</strong> Tecido de desempenho que afasta o suor da pele para ajudá-lo a se manter seco e confortável.
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Manga:</strong> Manga Curta
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Escudo:</strong> Bordado
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Patrocínio:</strong> Sem patrocínio
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Número:</strong> Com número
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Composição:</strong> 100% Poliéster
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Dimensões Aproximadas:</strong> Medidas da Peça ( Tamanho M) - Ombro: 45 cm, Tórax: 110 cm, Comprimento: 73 cm
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Garantia do Fabricante:</strong> Contra defeito de fabricação
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Kit composto por:</strong> 1 Camisa Corinthians I 25/26 s/n Torcedor Nike Masculina
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Nome do Produto 1:</strong> Camisa Corinthians I 25/26 s/n Torcedor Nike Masculina
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Origem:</strong> Nacional
      </li> <li data-v-705c2b21="""">
<strong data-v-705c2b21=""""> Marca: </strong> <a data-v-705c2b21="""" href=""https://www.shoptimao.com.br/nike"" target=""_blank"" rel=""noreferrer noopener"" class=""brand-link"">
          Nike
        </a>
</li>
</ul>
</div>",Minha loja,,"","",true,EP,EP,,,,,,,,SKU_1768054985347_290,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054985347/643,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/SGL-03BY-028_zoom1.jpg?v=1768054987,1,"",false,,,,,,,,,,,,,,,,,,kg,,,active
camisa-corinthians-i-25-26-breno-bidon-n-27-torcedor-nike-masculina-branco-preto,,,,,,,,,P,,,,,,,,SKU_1768054985347_258,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054985347/851,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/SGL-03BY-028_zoom2.jpg?v=1768054987,2,"",,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-i-25-26-breno-bidon-n-27-torcedor-nike-masculina-branco-preto,,,,,,,,,M,,,,,,,,SKU_1768054985347_349,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054985347/918,,,,,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-i-25-26-breno-bidon-n-27-torcedor-nike-masculina-branco-preto,,,,,,,,,G,,,,,,,,SKU_1768054985347_109,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054985347/457,,,,,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-i-25-26-breno-bidon-n-27-torcedor-nike-masculina-branco-preto,,,,,,,,,GG,,,,,,,,SKU_1768054985347_223,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054985347/579,,,,,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-i-25-26-breno-bidon-n-27-torcedor-nike-masculina-branco-preto,,,,,,,,,Egg,,,,,,,,SKU_1768054985347_949,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054985347/556,,,,,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-i-25-26-breno-bidon-n-27-torcedor-nike-masculina-branco-preto,,,,,,,,,Eegg,,,,,,,,SKU_1768054985347_797,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054985347/50,,,,,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-ii-25-26-matheuzinho-nº-2-torcedor-nike-masculina-preto-branco,Camisa Corinthians II 25/26 Matheuzinho Nº 2 Torcedor Nike Masculina - Preto+Branco,"<h2 data-v-705c2b21="""" id=""product-features-anchor"" class=""features--title"">
    Descrição do produto
  </h2> <div data-v-705c2b21="""" class=""feature__main-content"">
<p data-v-705c2b21="""" class=""features--description"">
      A loucura que dominou o mundo! A Camisa Corinthians II 25/26 s/n Torcedor Nike Masculina chega para eternizar um dos momentos mais lendários da história do Time do Povo. Com um visual que resgata o estilo total 90, símbolo da era que o Timão conquistou o mundo, a camisa do Corinthians une o passado e o presente em um design que exala identidade e tradição.
Vestida por Matheuzinho, o camisa 2 do Corinthians e dono da lateral-direita, esse manto representa velocidade, apoio ofensivo e marcação firme. Com detalhes únicos que remetem ao manto da época, essa camisa Corinthians masculina traz o estilo que você precisa da bancada ao dia a dia. O tecido tecnológico afasta a umidade do corpo, enquanto o escudo centralizado exibe o orgulho de pertencer à Fiel Torcida. Não perca tempo – peça já o manto que colocou o Corinthians no topo do mundo!
    </p> <ul data-v-705c2b21="""" class=""features--attributes"">
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Nome:</strong> Camisa Corinthians II 25/26 Matheuzinho Nº 2 Torcedor Nike Masculina
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Gênero:</strong> Masculino
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Indicado para:</strong> Jogo
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Clube:</strong> Nacional
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Time:</strong> Corinthians SP
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Gola:</strong> Gola Careca
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Material:</strong> Poliéster
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Tecnologia:</strong> Dri-Fit
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Definição da Tecnologia:</strong> Tecido de desempenho que afasta o suor da pele para ajudá-lo a se manter seco e confortável
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Manga:</strong> Manga Curta
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Escudo:</strong> Bordado
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Patrocínio:</strong> Sem patrocínio
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Número:</strong> Com número
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Composição:</strong> 100% Poliéster
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Dimensões Aproximadas:</strong> Medidas da Peça ( Tamanho M)- Ombro: 48 cm, Tórax: 106 cm, ,Comprimento: 73 cm
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Garantia do Fabricante:</strong> Contra defeito de fabricação
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Kit composto por:</strong> 1 Camisa Corinthians II 25/26 s/n Torcedor Nike Masculina
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Nome do Produto 1:</strong> Camisa Corinthians II 25/26 s/n Torcedor Nike Masculina
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Origem:</strong> Nacional
      </li> <li data-v-705c2b21="""">
<strong data-v-705c2b21=""""> Marca: </strong> <a data-v-705c2b21="""" href=""https://www.shoptimao.com.br/nike"" target=""_blank"" rel=""noreferrer noopener"" class=""brand-link"">
          Nike
        </a>
</li>
</ul>
</div>",Minha loja,,"","",true,EP,EP,,,,,,,,SKU_1768054977731_822,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054977731/625,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/SGL-03CD-026_zoom1.jpg?v=1768054980,1,"",false,,,,,,,,,,,,,,,,,,kg,,,active
camisa-corinthians-ii-25-26-matheuzinho-nº-2-torcedor-nike-masculina-preto-branco,,,,,,,,,P,,,,,,,,SKU_1768054977731_948,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054977731/332,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/SGL-03CD-026_zoom2.jpg?v=1768054980,2,"",,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-ii-25-26-matheuzinho-nº-2-torcedor-nike-masculina-preto-branco,,,,,,,,,M,,,,,,,,SKU_1768054977731_540,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054977731/474,,,,,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-ii-25-26-matheuzinho-nº-2-torcedor-nike-masculina-preto-branco,,,,,,,,,G,,,,,,,,SKU_1768054977731_732,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054977731/458,,,,,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-ii-25-26-matheuzinho-nº-2-torcedor-nike-masculina-preto-branco,,,,,,,,,GG,,,,,,,,SKU_1768054977731_123,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054977731/718,,,,,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-ii-25-26-matheuzinho-nº-2-torcedor-nike-masculina-preto-branco,,,,,,,,,Egg,,,,,,,,SKU_1768054977731_45,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054977731/243,,,,,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-ii-25-26-matheuzinho-nº-2-torcedor-nike-masculina-preto-branco,,,,,,,,,Eegg,,,,,,,,SKU_1768054977731_713,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054977731/45,,,,,,,,,,,,,,,,,,,,,,kg,,,
chinelo-slide-nike-victori-print-feminino-chumbo,Chinelo Slide Nike Victori Print Feminino - Chumbo,"<h2 data-v-705c2b21="""" id=""product-features-anchor"" class=""features--title"">
    Descrição do produto
  </h2> <div data-v-705c2b21="""" class=""feature__main-content"">
<p data-v-705c2b21="""" class=""features--description"">
      Pise macio e com estilo com o Chinelo Slide Nike Victori Print Feminino! Uma peça que combina o conforto clássico da Nike com um design moderno e estampado, ideal para mulheres que buscam relaxamento e um toque de personalidade. Confeccionado com espuma macia na tira e na sola, este chinelo oferece amortecimento superior e uma sensação de bem-estar a cada passo. A estampa exclusiva adiciona um elemento visual único, destacando a peça. O design slide, fácil de calçar, é perfeito para a piscina, praia, academia ou para um look casual descontraído. Sinta o conforto e o estilo Nike. Garanta já o seu e vista a leveza!
    </p> <ul data-v-705c2b21="""" class=""features--attributes"">
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Nome:</strong> Chinelo Slide Nike Victori Print Feminino
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Gênero:</strong> Feminino
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Indicado para:</strong> Dia a Dia
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Material:</strong> Borracha
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Garantia do Fabricante:</strong> Contra defeito de fabricação
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Origem:</strong> Estrangeira - Adquirida no mercado interno
      </li> <li data-v-705c2b21="""">
<strong data-v-705c2b21=""""> Marca: </strong> <a data-v-705c2b21="""" href=""https://www.shoptimao.com.br/nike"" target=""_blank"" rel=""noreferrer noopener"" class=""brand-link"">
          Nike
        </a>
</li>
</ul>
</div>",Minha loja,,"","",true,33.5,33.5,,,,,,,,SKU_1768054974001_294,0.0,,0,deny,manual,99.99,229.99,true,true,,,,,1768054974001/211,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/HZM-5146-040_zoom1.jpg?v=1768054979,1,"",false,,,,,,,,,,,,,,,,,,kg,,,active
chinelo-slide-nike-victori-print-feminino-chumbo,,,,,,,,,35,,,,,,,,SKU_1768054974001_288,0.0,,0,deny,manual,99.99,229.99,true,true,,,,,1768054974001/729,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/HZM-5146-040_zoom2.jpg?v=1768054979,2,"",,,,,,,,,,,,,,,,,,,kg,,,
chinelo-slide-nike-victori-print-feminino-chumbo,,,,,,,,,36,,,,,,,,SKU_1768054974001_824,0.0,,0,deny,manual,99.99,229.99,true,true,,,,,1768054974001/617,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/HZM-5146-040_zoom3.jpg?v=1768054979,3,"",,,,,,,,,,,,,,,,,,,kg,,,
chinelo-slide-nike-victori-print-feminino-chumbo,,,,,,,,,37.5,,,,,,,,SKU_1768054974001_274,0.0,,0,deny,manual,99.99,229.99,true,true,,,,,1768054974001/209,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/HZM-5146-040_zoom4.jpg?v=1768054979,4,"",,,,,,,,,,,,,,,,,,,kg,,,
chinelo-slide-nike-victori-print-feminino-chumbo,,,,,,,,,39,,,,,,,,SKU_1768054974001_218,0.0,,0,deny,manual,99.99,229.99,true,true,,,,,1768054974001/370,,,,,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-ii-25-26-breno-bidon-n-27-torcedor-nike-masculina-preto-branco,Camisa Corinthians II 25/26 Breno Bidon N° 27 Torcedor Nike Masculina - Preto+Branco,"<h2 data-v-705c2b21="""" id=""product-features-anchor"" class=""features--title"">
    Descrição do produto
  </h2> <div data-v-705c2b21="""" class=""feature__main-content"">
<p data-v-705c2b21="""" class=""features--description"">
      A loucura que dominou o mundo! A Camisa Corinthians II 25/26 s/n Torcedor Nike Masculina chega para eternizar um dos momentos mais lendários da história do Time do Povo. Com um visual que resgata o estilo total 90, símbolo da era que o Timão conquistou o mundo, a camisa do Corinthians une o passado e o presente em um design que exala identidade e tradição.
Vestida por Breno Bidon, o camisa 27 do Corinthians, jovem revelação que atua como meia central e volante, esse manto representa controle de jogo, inteligência tática e muita personalidade. Com detalhes únicos que remetem ao manto da época, essa camisa Corinthians masculina traz o estilo que você precisa da bancada ao dia a dia. O tecido tecnológico afasta a umidade do corpo, enquanto o escudo centralizado exibe o orgulho de pertencer à Fiel Torcida. Não perca tempo – peça já o manto que colocou o Corinthians no topo do mundo!
    </p> <ul data-v-705c2b21="""" class=""features--attributes"">
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Nome:</strong> Camisa Corinthians II 25/26 Breno Bidon N° 27 Torcedor Nike Masculina
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Gênero:</strong> Masculino
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Indicado para:</strong> Jogo
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Clube:</strong> Nacional
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Time:</strong> Corinthians SP
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Gola:</strong> Gola Careca
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Material:</strong> Poliéster
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Tecnologia:</strong> Dri-Fit
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Definição da Tecnologia:</strong> Tecido de desempenho que afasta o suor da pele para ajudá-lo a se manter seco e confortável
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Manga:</strong> Manga Curta
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Escudo:</strong> Bordado
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Patrocínio:</strong> Sem patrocínio
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Número:</strong> Com número
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Composição:</strong> 100% Poliéster
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Dimensões Aproximadas:</strong> Medidas da Peça ( Tamanho M)- Ombro: 48 cm, Tórax: 106 cm, ,Comprimento: 73 cm
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Garantia do Fabricante:</strong> Contra defeito de fabricação
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Kit composto por:</strong> 1 Camisa Corinthians II 25/26 s/n Torcedor Nike Masculina
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Nome do Produto 1:</strong> Camisa Corinthians II 25/26 s/n Torcedor Nike Masculina
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Origem:</strong> Nacional
      </li> <li data-v-705c2b21="""">
<strong data-v-705c2b21=""""> Marca: </strong> <a data-v-705c2b21="""" href=""https://www.shoptimao.com.br/nike"" target=""_blank"" rel=""noreferrer noopener"" class=""brand-link"">
          Nike
        </a>
</li>
</ul>
</div>",Minha loja,,"","",true,EP,EP,,,,,,,,SKU_1768054970638_551,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054970638/693,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/SGL-03BX-026_zoom1.jpg?v=1768054973,1,"",false,,,,,,,,,,,,,,,,,,kg,,,active
camisa-corinthians-ii-25-26-breno-bidon-n-27-torcedor-nike-masculina-preto-branco,,,,,,,,,P,,,,,,,,SKU_1768054970638_781,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054970638/139,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/SGL-03BX-026_zoom2.jpg?v=1768054973,2,"",,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-ii-25-26-breno-bidon-n-27-torcedor-nike-masculina-preto-branco,,,,,,,,,M,,,,,,,,SKU_1768054970638_233,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054970638/41,,,,,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-ii-25-26-breno-bidon-n-27-torcedor-nike-masculina-preto-branco,,,,,,,,,G,,,,,,,,SKU_1768054970639_405,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054970639/968,,,,,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-ii-25-26-breno-bidon-n-27-torcedor-nike-masculina-preto-branco,,,,,,,,,GG,,,,,,,,SKU_1768054970639_616,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054970639/692,,,,,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-ii-25-26-breno-bidon-n-27-torcedor-nike-masculina-preto-branco,,,,,,,,,Egg,,,,,,,,SKU_1768054970639_411,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054970639/628,,,,,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-ii-25-26-breno-bidon-n-27-torcedor-nike-masculina-preto-branco,,,,,,,,,Eegg,,,,,,,,SKU_1768054970639_383,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054970639/596,,,,,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-i-25-26-gustavo-henrique-n-13-torcedor-nike-masculina-branco-preto,Camisa Corinthians I 25/26 Gustavo Henrique N° 13 Torcedor Nike Masculina - Branco+Preto,"<h2 data-v-705c2b21="""" id=""product-features-anchor"" class=""features--title"">
    Descrição do produto
  </h2> <div data-v-705c2b21="""" class=""feature__main-content"">
<p data-v-705c2b21="""" class=""features--description"">
      Todo poderoso Timão! A Camisa Corinthians I 25/26 Gustavo Henrique N° 13 Torcedor Nike chega para eternizar um dos momentos mais lendários da história do Time do Povo. Com um visual que resgata o estilo total 90, símbolo da era em que o Timão conquistou o mundo, a camisa do Corinthians une o passado e o presente em um design que exala tradição, celebrando a habilidade do zagueiro em campo. Com detalhes únicos que remetem ao manto da época e o número 13 em destaque, essa camisa Corinthians masculina traz o estilo que você precisa da bancada ao dia a dia. Por fim, o escudo centralizado exibe o orgulho de pertencer à Fiel Torcida, prestando homenagem a um dos seus grandes craques. Peça já o manto que colocou o Corinthians no topo do mundo!
    </p> <ul data-v-705c2b21="""" class=""features--attributes"">
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Nome:</strong> Camisa Corinthians I 25/26 Gustavo Henrique N° 13 Torcedor Nike Masculina
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Gênero:</strong> Masculino
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Indicado para:</strong> Jogo
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Clube:</strong> Nacional
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Time:</strong> Corinthians SP
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Gola:</strong> Gola Careca
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Material:</strong> Poliéster
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Tecnologia:</strong> Dri-Fit
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Definição da Tecnologia:</strong> Tecido de desempenho que afasta o suor da pele para ajudá-lo a se manter seco e confortável.
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Manga:</strong> Manga Curta
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Escudo:</strong> Bordado
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Patrocínio:</strong> Sem patrocínio
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Número:</strong> Com número
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Composição:</strong> 100% Poliéster
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Dimensões Aproximadas:</strong> Medidas da Peça ( Tamanho M) - Ombro: 45 cm, Tórax: 110 cm, Comprimento: 73 cm
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Garantia do Fabricante:</strong> Contra defeito de fabricação
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Kit composto por:</strong> 1 Camisa Corinthians I 25/26 s/n Torcedor Nike Masculina
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Nome do Produto 1:</strong> Camisa Corinthians I 25/26 s/n Torcedor Nike Masculina
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Origem:</strong> Nacional
      </li> <li data-v-705c2b21="""">
<strong data-v-705c2b21=""""> Marca: </strong> <a data-v-705c2b21="""" href=""https://www.shoptimao.com.br/nike"" target=""_blank"" rel=""noreferrer noopener"" class=""brand-link"">
          Nike
        </a>
</li>
</ul>
</div>",Minha loja,,"","",true,EP,EP,,,,,,,,SKU_1768054967122_927,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054967122/811,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/SGL-03C2-028_zoom1.jpg?v=1768054971,1,"",false,,,,,,,,,,,,,,,,,,kg,,,active
camisa-corinthians-i-25-26-gustavo-henrique-n-13-torcedor-nike-masculina-branco-preto,,,,,,,,,P,,,,,,,,SKU_1768054967122_474,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054967122/49,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/SGL-03C2-028_zoom2.jpg?v=1768054971,2,"",,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-i-25-26-gustavo-henrique-n-13-torcedor-nike-masculina-branco-preto,,,,,,,,,M,,,,,,,,SKU_1768054967122_925,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054967122/542,,,,,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-i-25-26-gustavo-henrique-n-13-torcedor-nike-masculina-branco-preto,,,,,,,,,G,,,,,,,,SKU_1768054967122_123,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054967122/278,,,,,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-i-25-26-gustavo-henrique-n-13-torcedor-nike-masculina-branco-preto,,,,,,,,,GG,,,,,,,,SKU_1768054967122_291,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054967122/690,,,,,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-i-25-26-gustavo-henrique-n-13-torcedor-nike-masculina-branco-preto,,,,,,,,,Egg,,,,,,,,SKU_1768054967122_852,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054967122/518,,,,,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-i-25-26-gustavo-henrique-n-13-torcedor-nike-masculina-branco-preto,,,,,,,,,Eegg,,,,,,,,SKU_1768054967122_778,0.0,,0,deny,manual,379.99,399.99,true,true,,,,,1768054967122/912,,,,,,,,,,,,,,,,,,,,,,kg,,,
